BODY: Zombie_Berserker facing 0 frame 0: x 0, y -17
EXPLODE: Cinder_Scout facing 2 frame 10: x 84, y 196
EXPLODE: Cinder_Scout facing 2 frame 11: x 84, y 196
EXPLODE: Cinder_Scout facing 3 frame 0: x 80, y 100
EXPLODE: Cinder_Scout facing 3 frame 1: x 82, y 81
EXPLODE: Cinder_Scout facing 3 frame 2: x 84, y 68
EXPLODE: Cinder_Scout facing 3 frame 3: x 86, y 66
EXPLODE: Cinder_Scout facing 3 frame 4: x 88, y 77
EXPLODE: Cinder_Scout facing 3 frame 5: x 86, y 102
EXPLODE: Cinder_Scout facing 3 frame 6: x 84, y 127
EXPLODE: Cinder_Scout facing 3 frame 7: x 82, y 152
EXPLODE: Cinder_Scout facing 3 frame 8: x 80, y 177
EXPLODE: Cinder_Scout facing 3 frame 9: x 84, y 196
EXPLODE: Cinder_Scout facing 3 frame 10: x 84, y 196
EXPLODE: Cinder_Scout facing 3 frame 11: x 84, y 196
BODY: Cinder_Captain facing 0 frame 0: x 0, y -15
BODY: Cinder_Captain facing 0 frame 1: x 0, y -15
BODY: Cinder_Captain facing 0 frame 2: x 0, y -15
BODY: Cinder_Captain facing 0 frame 3: x 0, y -15
BODY: Cinder_Captain facing 1 frame 0: x 0, y -15
BODY: Cinder_Captain facing 1 frame 1: x 0, y -15
BODY: Cinder_Captain facing 1 frame 2: x 0, y -15
BODY: Cinder_Captain facing 1 frame 3: x 0, y -15
BODY: Cinder_Captain facing 2 frame 0: x 0, y -15
BODY: Cinder_Captain facing 2 frame 1: x 0, y -15
BODY: Cinder_Captain facing 2 frame 2: x 0, y -15
BODY: Cinder_Captain facing 2 frame 3: x 0, y -15
BODY: Cinder_Captain facing 3 frame 0: x 0, y -15
BODY: Cinder_Captain facing 3 frame 1: x 0, y -15
BODY: Cinder_Captain facing 3 frame 2: x 0, y -15
BODY: Cinder_Captain facing 3 frame 3: x 0, y -15
EXPLODE: Cinder_Captain facing 0 frame 0: x 80, y 102
EXPLODE: Cinder_Captain facing 0 frame 1: x 82, y 83
EXPLODE: Cinder_Captain facing 0 frame 2: x 84, y 70
EXPLODE: Cinder_Captain facing 0 frame 3: x 86, y 67
EXPLODE: Cinder_Captain facing 0 frame 4: x 88, y 78
EXPLODE: Cinder_Captain facing 0 frame 5: x 86, y 103
EXPLODE: Cinder_Captain facing 0 frame 6: x 84, y 128
EXPLODE: Cinder_Captain facing 0 frame 7: x 82, y 153
EXPLODE: Cinder_Captain facing 0 frame 8: x 80, y 178
EXPLODE: Cinder_Captain facing 0 frame 9: x 84, y 197
EXPLODE: Cinder_Captain facing 0 frame 10: x 84, y 197
EXPLODE: Cinder_Captain facing 0 frame 11: x 84, y 197
EXPLODE: Cinder_Captain facing 1 frame 0: x 80, y 102
EXPLODE: Cinder_Captain facing 1 frame 1: x 82, y 83
EXPLODE: Cinder_Captain facing 1 frame 2: x 84, y 70
EXPLODE: Cinder_Captain facing 1 frame 3: x 86, y 68
EXPLODE: Cinder_Captain facing 1 frame 4: x 88, y 79
EXPLODE: Cinder_Captain facing 1 frame 5: x 86, y 104
EXPLODE: Cinder_Captain facing 1 frame 6: x 84, y 129
EXPLODE: Cinder_Captain facing 1 frame 7: x 82, y 154
EXPLODE: Cinder_Captain facing 1 frame 8: x 80, y 179
EXPLODE: Cinder_Captain facing 1 frame 9: x 84, y 198
EXPLODE: Cinder_Captain facing 1 frame 10: x 84, y 198
EXPLODE: Cinder_Captain facing 1 frame 11: x 84, y 198
EXPLODE: Cinder_Captain facing 2 frame 0: x 80, y 102
EXPLODE: Cinder_Captain facing 2 frame 1: x 82, y 83
EXPLODE: Cinder_Captain facing 2 frame 2: x 84, y 70
EXPLODE: Cinder_Captain facing 2 frame 3: x 86, y 67
EXPLODE: Cinder_Captain facing 2 frame 4: x 88, y 78
EXPLODE: Cinder_Captain facing 2 frame 5: x 86, y 103
EXPLODE: Cinder_Captain facing 2 frame 6: x 84, y 128
EXPLODE: Cinder_Captain facing 2 frame 7: x 82, y 153
EXPLODE: Cinder_Captain facing 2 frame 8: x 80, y 178
EXPLODE: Cinder_Captain facing 2 frame 9: x 84, y 197
EXPLODE: Cinder_Captain facing 2 frame 10: x 84, y 197
EXPLODE: Cinder_Captain facing 2 frame 11: x 84, y 197
EXPLODE: Cinder_Captain facing 3 frame 0: x 80, y 102
EXPLODE: Cinder_Captain facing 3 frame 1: x 82, y 83
EXPLODE: Cinder_Captain facing 3 frame 2: x 84, y 70
EXPLODE: Cinder_Captain facing 3 frame 3: x 86, y 68
EXPLODE: Cinder_Captain facing 3 frame 4: x 88, y 79
EXPLODE: Cinder_Captain facing 3 frame 5: x 86, y 104
EXPLODE: Cinder_Captain facing 3 frame 6: x 84, y 129
EXPLODE: Cinder_Captain facing 3 frame 7: x 82, y 154
EXPLODE: Cinder_Captain facing 3 frame 8: x 80, y 179
EXPLODE: Cinder_Captain facing 3 frame 9: x 84, y 198
EXPLODE: Cinder_Captain facing 3 frame 10: x 84, y 198
EXPLODE: Cinder_Captain facing 3 frame 11: x 84, y 198
BODY: Cinder_Mystic facing 0 frame 0: x 0, y -16
BODY: Cinder_Mystic facing 0 frame 1: x 0, y -16
BODY: Cinder_Mystic facing 0 frame 2: x 0, y -16
BODY: Cinder_Mystic facing 0 frame 3: x 0, y -16
BODY: Cinder_Mystic facing 1 frame 0: x 0, y -17
BODY: Cinder_Mystic facing 1 frame 1: x 0, y -17
BODY: Cinder_Mystic facing 1 frame 2: x 0, y -17
BODY: Cinder_Mystic facing 1 frame 3: x 0, y -17
BODY: Cinder_Mystic facing 2 frame 0: x 0, y -16
BODY: Cinder_Mystic facing 2 frame 1: x 0, y -16
BODY: Cinder_Mystic facing 2 frame 2: x 0, y -16
BODY: Cinder_Mystic facing 2 frame 3: x 0, y -16
BODY: Cinder_Mystic facing 3 frame 0: x 0, y -17
BODY: Cinder_Mystic facing 3 frame 1: x 0, y -17
BODY: Cinder_Mystic facing 3 frame 2: x 0, y -17
BODY: Cinder_Mystic facing 3 frame 3: x 0, y -17
EXPLODE: Cinder_Mystic facing 0 frame 0: x 80, y 101
EXPLODE: Cinder_Mystic facing 0 frame 1: x 82, y 82
EXPLODE: Cinder_Mystic facing 0 frame 2: x 84, y 69
EXPLODE: Cinder_Mystic facing 0 frame 3: x 86, y 66
EXPLODE: Cinder_Mystic facing 0 frame 4: x 88, y 77
EXPLODE: Cinder_Mystic facing 0 frame 5: x 86, y 102
EXPLODE: Cinder_Mystic facing 0 frame 6: x 84, y 127
EXPLODE: Cinder_Mystic facing 0 frame 7: x 82, y 152
EXPLODE: Cinder_Mystic facing 0 frame 8: x 80, y 177
EXPLODE: Cinder_Mystic facing 0 frame 9: x 84, y 196
EXPLODE: Cinder_Mystic facing 0 frame 10: x 84, y 196
EXPLODE: Cinder_Mystic facing 0 frame 11: x 84, y 196
EXPLODE: Cinder_Mystic facing 1 frame 0: x 80, y 100
EXPLODE: Cinder_Mystic facing 1 frame 1: x 82, y 81
EXPLODE: Cinder_Mystic facing 1 frame 2: x 84, y 68
EXPLODE: Cinder_Mystic facing 1 frame 3: x 86, y 66
EXPLODE: Cinder_Mystic facing 1 frame 4: x 88, y 77
EXPLODE: Cinder_Mystic facing 1 frame 5: x 86, y 102
EXPLODE: Cinder_Mystic facing 1 frame 6: x 84, y 127
EXPLODE: Cinder_Mystic facing 1 frame 7: x 82, y 152
EXPLODE: Cinder_Mystic facing 1 frame 8: x 80, y 177
EXPLODE: Cinder_Mystic facing 1 frame 9: x 84, y 196
EXPLODE: Cinder_Mystic facing 1 frame 10: x 84, y 196
EXPLODE: Cinder_Mystic facing 1 frame 11: x 84, y 196
EXPLODE: Cinder_Mystic facing 2 frame 0: x 80, y 101
EXPLODE: Cinder_Mystic facing 2 frame 1: x 82, y 82
EXPLODE: Cinder_Mystic facing 2 frame 2: x 84, y 69
EXPLODE: Cinder_Mystic facing 2 frame 3: x 86, y 66
EXPLODE: Cinder_Mystic facing 2 frame 4: x 88, y 77
EXPLODE: Cinder_Mystic facing 2 frame 5: x 86, y 102
EXPLODE: Cinder_Mystic facing 2 frame 6: x 84, y 127
EXPLODE: Cinder_Mystic facing 2 frame 7: x 82, y 152
EXPLODE: Cinder_Mystic facing 2 frame 8: x 80, y 177
EXPLODE: Cinder_Mystic facing 2 frame 9: x 84, y 196
EXPLODE: Cinder_Mystic facing 2 frame 10: x 84, y 196
EXPLODE: Cinder_Mystic facing 2 frame 11: x 84, y 196
EXPLODE: Cinder_Mystic facing 3 frame 0: x 80, y 100
EXPLODE: Cinder_Mystic facing 3 frame 1: x 82, y 81
EXPLODE: Cinder_Mystic facing 3 frame 2: x 84, y 68
EXPLODE: Cinder_Mystic facing 3 frame 3: x 86, y 66
EXPLODE: Cinder_Mystic facing 3 frame 4: x 88, y 77
EXPLODE: Cinder_Mystic facing 3 frame 5: x 86, y 102
EXPLODE: Cinder_Mystic facing 3 frame 6: x 84, y 127
EXPLODE: Cinder_Mystic facing 3 frame 7: x 82, y 152
EXPLODE: Cinder_Mystic facing 3 frame 8: x 80, y 177
EXPLODE: Cinder_Mystic facing 3 frame 9: x 84, y 196
EXPLODE: Cinder_Mystic facing 3 frame 10: x 84, y 196
EXPLODE: Cinder_Mystic facing 3 frame 11: x 84, y 196
BODY: Cinder_Wizard facing 0 frame 0: x 0, y -15
BODY: Cinder_Wizard facing 0 frame 1: x 0, y -15
BODY: Cinder_Wizard facing 0 frame 2: x 0, y -15
BODY: Cinder_Wizard facing 0 frame 3: x 0, y -15
BODY: Cinder_Wizard facing 1 frame 0: x 0, y -15
BODY: Cinder_Wizard facing 1 frame 1: x 0, y -15
BODY: Cinder_Wizard facing 1 frame 2: x 0, y -15
BODY: Cinder_Wizard facing 1 frame 3: x 0, y -15
BODY: Cinder_Wizard facing 2 frame 0: x 0, y -15
BODY: Cinder_Wizard facing 2 frame 1: x 0, y -15
BODY: Cinder_Wizard facing 2 frame 2: x 0, y -15
BODY: Cinder_Wizard facing 2 frame 3: x 0, y -15
BODY: Cinder_Wizard facing 3 frame 0: x 0, y -15
BODY: Cinder_Wizard facing 3 frame 1: x 0, y -15
BODY: Cinder_Wizard facing 3 frame 2: x 0, y -15
BODY: Cinder_Wizard facing 3 frame 3: x 0, y -15
EXPLODE: Cinder_Wizard facing 0 frame 0: x 80, y 102
EXPLODE: Cinder_Wizard facing 0 frame 1: x 82, y 83
EXPLODE: Cinder_Wizard facing 0 frame 2: x 84, y 70
EXPLODE: Cinder_Wizard facing 0 frame 3: x 86, y 67
EXPLODE: Cinder_Wizard facing 0 frame 4: x 88, y 78
EXPLODE: Cinder_Wizard facing 0 frame 5: x 86, y 103
EXPLODE: Cinder_Wizard facing 0 frame 6: x 84, y 128
EXPLODE: Cinder_Wizard facing 0 frame 7: x 82, y 153
EXPLODE: Cinder_Wizard facing 0 frame 8: x 80, y 178
EXPLODE: Cinder_Wizard facing 0 frame 9: x 84, y 197
EXPLODE: Cinder_Wizard facing 0 frame 10: x 84, y 197
EXPLODE: Cinder_Wizard facing 0 frame 11: x 84, y 197
EXPLODE: Cinder_Wizard facing 1 frame 0: x 80, y 102
EXPLODE: Cinder_Wizard facing 1 frame 1: x 82, y 83
EXPLODE: Cinder_Wizard facing 1 frame 2: x 84, y 70
EXPLODE: Cinder_Wizard facing 1 frame 3: x 86, y 68
EXPLODE: Cinder_Wizard facing 1 frame 4: x 88, y 79
EXPLODE: Cinder_Wizard facing 1 frame 5: x 86, y 104
EXPLODE: Cinder_Wizard facing 1 frame 6: x 84, y 129
EXPLODE: Cinder_Wizard facing 1 frame 7: x 82, y 154
EXPLODE: Cinder_Wizard facing 1 frame 8: x 80, y 179
EXPLODE: Cinder_Wizard facing 1 frame 9: x 84, y 198
EXPLODE: Cinder_Wizard facing 1 frame 10: x 84, y 198
EXPLODE: Cinder_Wizard facing 1 frame 11: x 84, y 198
EXPLODE: Cinder_Wizard facing 2 frame 0: x 80, y 102
EXPLODE: Cinder_Wizard facing 2 frame 1: x 82, y 83
EXPLODE: Cinder_Wizard facing 2 frame 2: x 84, y 70
EXPLODE: Cinder_Wizard facing 2 frame 3: x 86, y 67
EXPLODE: Cinder_Wizard facing 2 frame 4: x 88, y 78
EXPLODE: Cinder_Wizard facing 2 frame 5: x 86, y 103
EXPLODE: Cinder_Wizard facing 2 frame 6: x 84, y 128
EXPLODE: Cinder_Wizard facing 2 frame 7: x 82, y 153
EXPLODE: Cinder_Wizard facing 2 frame 8: x 80, y 178
EXPLODE: Cinder_Wizard facing 2 frame 9: x 84, y 197
EXPLODE: Cinder_Wizard facing 2 frame 10: x 84, y 197
EXPLODE: Cinder_Wizard facing 2 frame 11: x 84, y 197
EXPLODE: Cinder_Wizard facing 3 frame 0: x 80, y 102
EXPLODE: Cinder_Wizard facing 3 frame 1: x 82, y 83
EXPLODE: Cinder_Wizard facing 3 frame 2: x 84, y 70
EXPLODE: Cinder_Wizard facing 3 frame 3: x 86, y 68
EXPLODE: Cinder_Wizard facing 3 frame 4: x 88, y 79
EXPLODE: Cinder_Wizard facing 3 frame 5: x 86, y 104
EXPLODE: Cinder_Wizard facing 3 frame 6: x 84, y 129
EXPLODE: Cinder_Wizard facing 3 frame 7: x 82, y 154
EXPLODE: Cinder_Wizard facing 3 frame 8: x 80, y 179
EXPLODE: Cinder_Wizard facing 3 frame 9: x 84, y 198
EXPLODE: Cinder_Wizard facing 3 frame 10: x 84, y 198
EXPLODE: Cinder_Wizard facing 3 frame 11: x 84, y 198
BODY: Cinder_Provocateur facing 0 frame 0: x 0, y -16
BODY: Cinder_Provocateur facing 0 frame 1: x 0, y -16
BODY: Cinder_Provocateur facing 0 frame 2: x 0, y -16
BODY: Cinder_Provocateur facing 0 frame 3: x 0, y -16
BODY: Cinder_Provocateur facing 1 frame 0: x 0, y -17
BODY: Cinder_Provocateur facing 1 frame 1: x 0, y -17
BODY: Cinder_Provocateur facing 1 frame 2: x 0, y -17
BODY: Cinder_Provocateur facing 1 frame 3: x 0, y -17
BODY: Cinder_Provocateur facing 2 frame 0: x 0, y -16
BODY: Cinder_Provocateur facing 2 frame 1: x 0, y -16
BODY: Cinder_Provocateur facing 2 frame 2: x 0, y -16
BODY: Cinder_Provocateur facing 2 frame 3: x 0, y -16
BODY: Cinder_Provocateur facing 3 frame 0: x 0, y -17
BODY: Cinder_Provocateur facing 3 frame 1: x 0, y -17
BODY: Cinder_Provocateur facing 3 frame 2: x 0, y -17
BODY: Cinder_Provocateur facing 3 frame 3: x 0, y -17
EXPLODE: Cinder_Provocateur facing 0 frame 0: x 80, y 101
EXPLODE: Cinder_Provocateur facing 0 frame 1: x 82, y 82
EXPLODE: Cinder_Provocateur facing 0 frame 2: x 84, y 69
EXPLODE: Cinder_Provocateur facing 0 frame 3: x 86, y 66
EXPLODE: Cinder_Provocateur facing 0 frame 4: x 88, y 77
EXPLODE: Cinder_Provocateur facing 0 frame 5: x 86, y 102
EXPLODE: Cinder_Provocateur facing 0 frame 6: x 84, y 127
EXPLODE: Cinder_Provocateur facing 0 frame 7: x 82, y 152
EXPLODE: Cinder_Provocateur facing 0 frame 8: x 80, y 177
EXPLODE: Cinder_Provocateur facing 0 frame 9: x 84, y 196
EXPLODE: Cinder_Provocateur facing 0 frame 10: x 84, y 196
EXPLODE: Cinder_Provocateur facing 0 frame 11: x 84, y 196
EXPLODE: Cinder_Provocateur facing 1 frame 0: x 80, y 100
EXPLODE: Cinder_Provocateur facing 1 frame 1: x 82, y 81
EXPLODE: Cinder_Provocateur facing 1 frame 2: x 84, y 68
EXPLODE: Cinder_Provocateur facing 1 frame 3: x 86, y 66
EXPLODE: Cinder_Provocateur facing 1 frame 4: x 88, y 77
EXPLODE: Cinder_Provocateur facing 1 frame 5: x 86, y 102
EXPLODE: Cinder_Provocateur facing 1 frame 6: x 84, y 127
EXPLODE: Cinder_Provocateur facing 1 frame 7: x 82, y 152
EXPLODE: Cinder_Provocateur facing 1 frame 8: x 80, y 177
EXPLODE: Cinder_Provocateur facing 1 frame 9: x 84, y 196
EXPLODE: Cinder_Provocateur facing 1 frame 10: x 84, y 196
EXPLODE: Cinder_Provocateur facing 1 frame 11: x 84, y 196
EXPLODE: Cinder_Provocateur facing 2 frame 0: x 80, y 101
EXPLODE: Cinder_Provocateur facing 2 frame 1: x 82, y 82
EXPLODE: Cinder_Provocateur facing 2 frame 2: x 84, y 69
EXPLODE: Cinder_Provocateur facing 2 frame 3: x 86, y 66
EXPLODE: Cinder_Provocateur facing 2 frame 4: x 88, y 77
EXPLODE: Cinder_Provocateur facing 2 frame 5: x 86, y 102
EXPLODE: Cinder_Provocateur facing 2 frame 6: x 84, y 127
EXPLODE: Cinder_Provocateur facing 2 frame 7: x 82, y 152
EXPLODE: Cinder_Provocateur facing 2 frame 8: x 80, y 177
EXPLODE: Cinder_Provocateur facing 2 frame 9: x 84, y 196
EXPLODE: Cinder_Provocateur facing 2 frame 10: x 84, y 196
EXPLODE: Cinder_Provocateur facing 2 frame 11: x 84, y 196
EXPLODE: Cinder_Provocateur facing 3 frame 0: x 80, y 100
EXPLODE: Cinder_Provocateur facing 3 frame 1: x 82, y 81
EXPLODE: Cinder_Provocateur facing 3 frame 2: x 84, y 68
EXPLODE: Cinder_Provocateur facing 3 frame 3: x 86, y 66
EXPLODE: Cinder_Provocateur facing 3 frame 4: x 88, y 77
EXPLODE: Cinder_Provocateur facing 3 frame 5: x 86, y 102
EXPLODE: Cinder_Provocateur facing 3 frame 6: x 84, y 127
EXPLODE: Cinder_Provocateur facing 3 frame 7: x 82, y 152
EXPLODE: Cinder_Provocateur facing 3 frame 8: x 80, y 177
EXPLODE: Cinder_Provocateur facing 3 frame 9: x 84, y 196
EXPLODE: Cinder_Provocateur facing 3 frame 10: x 84, y 196
EXPLODE: Cinder_Provocateur facing 3 frame 11: x 84, y 196
BODY: Cinder_Noble facing 0 frame 0: x 0, y -15
BODY: Cinder_Noble facing 0 frame 1: x 0, y -15
BODY: Cinder_Noble facing 0 frame 2: x 0, y -15
BODY: Cinder_Noble facing 0 frame 3: x 0, y -15
BODY: Cinder_Noble facing 1 frame 0: x 0, y -15
BODY: Cinder_Noble facing 1 frame 1: x 0, y -15
BODY: Cinder_Noble facing 1 frame 2: x 0, y -15
BODY: Cinder_Noble facing 1 frame 3: x 0, y -15
BODY: Cinder_Noble facing 2 frame 0: x 0, y -15
BODY: Cinder_Noble facing 2 frame 1: x 0, y -15
BODY: Cinder_Noble facing 2 frame 2: x 0, y -15
BODY: Cinder_Noble facing 2 frame 3: x 0, y -15
BODY: Cinder_Noble facing 3 frame 0: x 0, y -15
BODY: Cinder_Noble facing 3 frame 1: x 0, y -15
BODY: Cinder_Noble facing 3 frame 2: x 0, y -15
BODY: Cinder_Noble facing 3 frame 3: x 0, y -15
EXPLODE: Cinder_Noble facing 0 frame 0: x 80, y 102
EXPLODE: Cinder_Noble facing 0 frame 1: x 82, y 83
EXPLODE: Cinder_Noble facing 0 frame 2: x 84, y 70
EXPLODE: Cinder_Noble facing 0 frame 3: x 86, y 67
EXPLODE: Cinder_Noble facing 0 frame 4: x 88, y 78
EXPLODE: Cinder_Noble facing 0 frame 5: x 86, y 103
EXPLODE: Cinder_Noble facing 0 frame 6: x 84, y 128
EXPLODE: Cinder_Noble facing 0 frame 7: x 82, y 153
EXPLODE: Cinder_Noble facing 0 frame 8: x 80, y 178
EXPLODE: Cinder_Noble facing 0 frame 9: x 84, y 197
EXPLODE: Cinder_Noble facing 0 frame 10: x 84, y 197
EXPLODE: Cinder_Noble facing 0 frame 11: x 84, y 197
EXPLODE: Cinder_Noble facing 1 frame 0: x 80, y 102
EXPLODE: Cinder_Noble facing 1 frame 1: x 82, y 83
EXPLODE: Cinder_Noble facing 1 frame 2: x 84, y 70
EXPLODE: Cinder_Noble facing 1 frame 3: x 86, y 68
EXPLODE: Cinder_Noble facing 1 frame 4: x 88, y 79
EXPLODE: Cinder_Noble facing 1 frame 5: x 86, y 104
EXPLODE: Cinder_Noble facing 1 frame 6: x 84, y 129
EXPLODE: Cinder_Noble facing 1 frame 7: x 82, y 154
EXPLODE: Cinder_Noble facing 1 frame 8: x 80, y 179
EXPLODE: Cinder_Noble facing 1 frame 9: x 84, y 198
EXPLODE: Cinder_Noble facing 1 frame 10: x 84, y 198
EXPLODE: Cinder_Noble facing 1 frame 11: x 84, y 198
EXPLODE: Cinder_Noble facing 2 frame 0: x 80, y 102
EXPLODE: Cinder_Noble facing 2 frame 1: x 82, y 83
EXPLODE: Cinder_Noble facing 2 frame 2: x 84, y 70
EXPLODE: Cinder_Noble facing 2 frame 3: x 86, y 67
EXPLODE: Cinder_Noble facing 2 frame 4: x 88, y 78
EXPLODE: Cinder_Noble facing 2 frame 5: x 86, y 103
EXPLODE: Cinder_Noble facing 2 frame 6: x 84, y 128
EXPLODE: Cinder_Noble facing 2 frame 7: x 82, y 153
EXPLODE: Cinder_Noble facing 2 frame 8: x 80, y 178
EXPLODE: Cinder_Noble facing 2 frame 9: x 84, y 197
EXPLODE: Cinder_Noble facing 2 frame 10: x 84, y 197
EXPLODE: Cinder_Noble facing 2 frame 11: x 84, y 197
EXPLODE: Cinder_Noble facing 3 frame 0: x 80, y 102
EXPLODE: Cinder_Noble facing 3 frame 1: x 82, y 83
EXPLODE: Cinder_Noble facing 3 frame 2: x 84, y 70
EXPLODE: Cinder_Noble facing 3 frame 3: x 86, y 68
EXPLODE: Cinder_Noble facing 3 frame 4: x 88, y 79
EXPLODE: Cinder_Noble facing 3 frame 5: x 86, y 104
EXPLODE: Cinder_Noble facing 3 frame 6: x 84, y 129
EXPLODE: Cinder_Noble facing 3 frame 7: x 82, y 154
EXPLODE: Cinder_Noble facing 3 frame 8: x 80, y 179
EXPLODE: Cinder_Noble facing 3 frame 9: x 84, y 198
EXPLODE: Cinder_Noble facing 3 frame 10: x 84, y 198
EXPLODE: Cinder_Noble facing 3 frame 11: x 84, y 198
BODY: Cinder_Woodsman facing 0 frame 0: x 0, y -15
BODY: Cinder_Woodsman facing 0 frame 1: x 0, y -15
BODY: Cinder_Woodsman facing 0 frame 2: x 0, y -15
BODY: Cinder_Woodsman facing 0 frame 3: x 0, y -15
BODY: Cinder_Woodsman facing 1 frame 0: x 0, y -15
BODY: Cinder_Woodsman facing 1 frame 1: x 0, y -15
BODY: Cinder_Woodsman facing 1 frame 2: x 0, y -15
BODY: Cinder_Woodsman facing 1 frame 3: x 0, y -15
BODY: Cinder_Woodsman facing 2 frame 0: x 0, y -15
BODY: Cinder_Woodsman facing 2 frame 1: x 0, y -15
BODY: Cinder_Woodsman facing 2 frame 2: x 0, y -15
BODY: Cinder_Woodsman facing 2 frame 3: x 0, y -15
BODY: Cinder_Woodsman facing 3 frame 0: x 0, y -15
BODY: Cinder_Woodsman facing 3 frame 1: x 0, y -15
BODY: Cinder_Woodsman facing 3 frame 2: x 0, y -15
BODY: Cinder_Woodsman facing 3 frame 3: x 0, y -15
EXPLODE: Cinder_Woodsman facing 0 frame 0: x 80, y 102
EXPLODE: Cinder_Woodsman facing 0 frame 1: x 82, y 83
EXPLODE: Cinder_Woodsman facing 0 frame 2: x 84, y 70
EXPLODE: Cinder_Woodsman facing 0 frame 3: x 86, y 67
EXPLODE: Cinder_Woodsman facing 0 frame 4: x 88, y 78
EXPLODE: Cinder_Woodsman facing 0 frame 5: x 86, y 103
EXPLODE: Cinder_Woodsman facing 0 frame 6: x 84, y 128
EXPLODE: Cinder_Woodsman facing 0 frame 7: x 82, y 153
EXPLODE: Cinder_Woodsman facing 0 frame 8: x 80, y 178
EXPLODE: Cinder_Woodsman facing 0 frame 9: x 84, y 197
EXPLODE: Cinder_Woodsman facing 0 frame 10: x 84, y 197
EXPLODE: Cinder_Woodsman facing 0 frame 11: x 84, y 197
EXPLODE: Cinder_Woodsman facing 1 frame 0: x 80, y 102
EXPLODE: Cinder_Woodsman facing 1 frame 1: x 82, y 83
EXPLODE: Cinder_Woodsman facing 1 frame 2: x 84, y 70
EXPLODE: Cinder_Woodsman facing 1 frame 3: x 86, y 68
EXPLODE: Cinder_Woodsman facing 1 frame 4: x 88, y 79
EXPLODE: Cinder_Woodsman facing 1 frame 5: x 86, y 104
EXPLODE: Cinder_Woodsman facing 1 frame 6: x 84, y 129
EXPLODE: Cinder_Woodsman facing 1 frame 7: x 82, y 154
EXPLODE: Cinder_Woodsman facing 1 frame 8: x 80, y 179
EXPLODE: Cinder_Woodsman facing 1 frame 9: x 84, y 198
EXPLODE: Cinder_Woodsman facing 1 frame 10: x 84, y 198
EXPLODE: Cinder_Woodsman facing 1 frame 11: x 84, y 198
EXPLODE: Cinder_Woodsman facing 2 frame 0: x 80, y 102
EXPLODE: Cinder_Woodsman facing 2 frame 1: x 82, y 83
EXPLODE: Cinder_Woodsman facing 2 frame 2: x 84, y 70
EXPLODE: Cinder_Woodsman facing 2 frame 3: x 86, y 67
EXPLODE: Cinder_Woodsman facing 2 frame 4: x 88, y 78
EXPLODE: Cinder_Woodsman facing 2 frame 5: x 86, y 103
EXPLODE: Cinder_Woodsman facing 2 frame 6: x 84, y 128
EXPLODE: Cinder_Woodsman facing 2 frame 7: x 82, y 153
EXPLODE: Cinder_Woodsman facing 2 frame 8: x 80, y 178
EXPLODE: Cinder_Woodsman facing 2 frame 9: x 84, y 197
EXPLODE: Cinder_Woodsman facing 2 frame 10: x 84, y 197
EXPLODE: Cinder_Woodsman facing 2 frame 11: x 84, y 197
EXPLODE: Cinder_Woodsman facing 3 frame 0: x 80, y 102
EXPLODE: Cinder_Woodsman facing 3 frame 1: x 82, y 83
EXPLODE: Cinder_Woodsman facing 3 frame 2: x 84, y 70
EXPLODE: Cinder_Woodsman facing 3 frame 3: x 86, y 68
EXPLODE: Cinder_Woodsman facing 3 frame 4: x 88, y 79
EXPLODE: Cinder_Woodsman facing 3 frame 5: x 86, y 104
EXPLODE: Cinder_Woodsman facing 3 frame 6: x 84, y 129
EXPLODE: Cinder_Woodsman facing 3 frame 7: x 82, y 154
EXPLODE: Cinder_Woodsman facing 3 frame 8: x 80, y 179
EXPLODE: Cinder_Woodsman facing 3 frame 9: x 84, y 198
EXPLODE: Cinder_Woodsman facing 3 frame 10: x 84, y 198
EXPLODE: Cinder_Woodsman facing 3 frame 11: x 84, y 198
BODY: Cinder_Sheriff facing 0 frame 0: x -2, y -13
BODY: Cinder_Sheriff facing 0 frame 1: x -2, y -13
BODY: Cinder_Sheriff facing 0 frame 2: x -2, y -13
BODY: Cinder_Sheriff facing 0 frame 3: x -2, y -13
BODY: Cinder_Sheriff facing 1 frame 0: x 0, y -15
BODY: Cinder_Sheriff facing 1 frame 1: x 0, y -15
BODY: Cinder_Sheriff facing 1 frame 2: x 0, y -15
BODY: Cinder_Sheriff facing 1 frame 3: x 0, y -15
BODY: Cinder_Sheriff facing 2 frame 0: x 2, y -13
BODY: Cinder_Sheriff facing 2 frame 1: x 2, y -13
BODY: Cinder_Sheriff facing 2 frame 2: x 2, y -13
BODY: Cinder_Sheriff facing 2 frame 3: x 2, y -13
BODY: Cinder_Sheriff facing 3 frame 0: x 0, y -13
BODY: Cinder_Sheriff facing 3 frame 1: x 0, y -13
BODY: Cinder_Sheriff facing 3 frame 2: x 0, y -13
BODY: Cinder_Sheriff facing 3 frame 3: x 0, y -13
EXPLODE: Cinder_Sheriff facing 0 frame 0: x 78, y 104
EXPLODE: Cinder_Sheriff facing 0 frame 1: x 80, y 85
EXPLODE: Cinder_Sheriff facing 0 frame 2: x 82, y 72
EXPLODE: Cinder_Sheriff facing 0 frame 3: x 84, y 69
EXPLODE: Cinder_Sheriff facing 0 frame 4: x 86, y 80
EXPLODE: Cinder_Sheriff facing 0 frame 5: x 84, y 105
